date,bank,town,num_technicians
2020-12-09,Banque de Tunisie (BT),Gabès,3
2020-12-10,Arab Banking Corporation (ABC),Tozeur,5
2020-12-10,Banque de l'Habitat (BH),Nabeul,2
2020-12-10,Attijari Bank,Bizerte,4
2020-12-10,La Poste Tunisienne,Zaghouan,2
2020-12-11,La Poste Tunisienne,Mahdia,3
2020-12-11,La Poste Tunisienne,Ariana,6
2020-12-11,Banque de l'Habitat (BH),Manouba,2
2020-12-11,Attijari Bank,Bizerte,4
2020-12-12,Arab Tunisian Bank (ATB),Sfax,5
2020-12-12,Attijari Bank,Monastir,8
2020-12-12,Banque Internationale Arabe de Tunisie (BIAT),Sfax,5
2020-12-12,Banque Internationale Arabe de Tunisie (BIAT),Monastir,1
2020-12-12,Banque Nationale Agricole (BNA),Tozeur,1
2020-12-12,Banque de l'Habitat (BH),Zaghouan,8
2020-12-12,Amen Bank (AB),Jendouba,2
2020-12-13,Arab Banking Corporation (ABC),Ben Arous,6
2020-12-13,Arab Tunisian Bank (ATB),Bizerte,4
2020-12-13,La Poste Tunisienne,Zaghouan,3
2020-12-13,Amen Bank (AB),Sidi Bouzid,8
2020-12-13,Banque Nationale Agricole (BNA),Ariana,1
2020-12-13,Banque de Tunisie (BT),Tozeur,6
2020-12-14,Banque de l'Habitat (BH),Béja,1
2020-12-14,Banque de l'Habitat (BH),Sfax,2
2020-12-14,Banque Nationale Agricole (BNA),Mahdia,8
2020-12-14,Banque Internationale Arabe de Tunisie (BIAT),Kef,4
2020-12-14,Banque de Tunisie (BT),Tozeur,7
2020-12-14,Banque Nationale Agricole (BNA),Tataouine,1
2020-12-15,Banque Tuniso-Libyenne (BTL),Monastir,2
2020-12-15,Banque Internationale Arabe de Tunisie (BIAT),Kebili,1
2020-12-15,Banque de Tunisie (BT),Sfax,3
2020-12-15,Attijari Bank,Manouba,8
2020-12-15,Banque de Tunisie (BT),Medenine,3
2020-12-15,Arab Banking Corporation (ABC),Kairouan,5
2020-12-15,Banque de Tunisie (BT),Sidi Bouzid,3
2020-12-15,Attijari Bank,Tataouine,5
2020-12-15,Banque de l'Habitat (BH),Kef,1
2020-12-16,Banque Internationale Arabe de Tunisie (BIAT),Gabès,1
2020-12-16,Banque de l'Habitat (BH),Tozeur,1
2020-12-16,Amen Bank (AB),Kebili,1
2020-12-16,Arab Banking Corporation (ABC),Ariana,8
2020-12-16,Banque Tuniso-Libyenne (BTL),Zaghouan,6
2020-12-17,Banque de l'Habitat (BH),Ben Arous,4
2020-12-17,Banque Internationale Arabe de Tunisie (BIAT),Medenine,4
2020-12-17,Banque Nationale Agricole (BNA),Béja,3
2020-12-17,Banque Tuniso-Libyenne (BTL),Tozeur,1
2020-12-17,Banque Nationale Agricole (BNA),Kef,8
2020-12-18,Banque de Tunisie (BT),Jendouba,4
2020-12-18,Banque de Tunisie (BT),Zaghouan,3
2020-12-18,Arab Tunisian Bank (ATB),Jendouba,8
2020-12-19,Attijari Bank,Sousse,3
2020-12-19,Banque Tuniso-Libyenne (BTL),Bizerte,4
2020-12-19,Banque Nationale Agricole (BNA),Sfax,6
2020-12-19,Amen Bank (AB),Tozeur,5
2020-12-19,Banque de l'Habitat (BH),Tunis,4
2020-12-19,Arab Banking Corporation (ABC),Tozeur,6
2020-12-20,Banque de Tunisie (BT),Béja,2
2020-12-20,Banque de l'Habitat (BH),Jendouba,8
2020-12-20,Banque Tuniso-Libyenne (BTL),Kairouan,1
2020-12-20,Banque Tuniso-Libyenne (BTL),Béja,6
2020-12-20,Banque Internationale Arabe de Tunisie (BIAT),Zaghouan,5
2020-12-20,Attijari Bank,Tozeur,5
2020-12-20,Amen Bank (AB),Zaghouan,6
2020-12-20,Arab Banking Corporation (ABC),Kebili,4
2020-12-21,Banque de Tunisie (BT),Zaghouan,6
2020-12-21,Attijari Bank,Zaghouan,6
2020-12-21,Banque Tuniso-Libyenne (BTL),Bizerte,5
2020-12-21,Banque de l'Habitat (BH),Sousse,3
2020-12-21,Banque Internationale Arabe de Tunisie (BIAT),Bizerte,5
2020-12-21,Banque Internationale Arabe de Tunisie (BIAT),Siliana,2
2020-12-21,Banque de l'Habitat (BH),Ariana,2
2020-12-22,Banque de Tunisie (BT),Ben Arous,8
2020-12-22,Arab Tunisian Bank (ATB),Medenine,8
2020-12-22,Banque Nationale Agricole (BNA),Tunis,1
2020-12-22,Banque de l'Habitat (BH),Bizerte,4
2020-12-22,Amen Bank (AB),Manouba,4
2020-12-22,Attijari Bank,Tunis,8
2020-12-22,Amen Bank (AB),Medenine,4
2020-12-22,Arab Banking Corporation (ABC),Sidi Bouzid,5
2020-12-22,Arab Banking Corporation (ABC),Mahdia,1
2020-12-22,Banque Nationale Agricole (BNA),Ariana,7
2020-12-22,Arab Tunisian Bank (ATB),Jendouba,7
2020-12-23,Banque Nationale Agricole (BNA),Ben Arous,5
2020-12-23,Arab Tunisian Bank (ATB),Sousse,8
2020-12-23,Banque de Tunisie (BT),Tunis,7
2020-12-23,Banque de l'Habitat (BH),Mahdia,3
2020-12-23,Banque Tuniso-Libyenne (BTL),Sfax,3
2020-12-24,Amen Bank (AB),Béja,5
2020-12-24,Amen Bank (AB),Kasserine,3
2020-12-24,Attijari Bank,Ariana,6
2020-12-24,Arab Banking Corporation (ABC),Béja,6
2020-12-24,Banque de l'Habitat (BH),Sfax,5
2020-12-25,Attijari Bank,Manouba,5
2020-12-25,Amen Bank (AB),Sfax,6
2020-12-25,Banque Internationale Arabe de Tunisie (BIAT),Nabeul,3
2020-12-25,La Poste Tunisienne,Monastir,7
2020-12-25,Amen Bank (AB),Nabeul,1
2020-12-26,La Poste Tunisienne,Tunis,4
2020-12-26,Banque de Tunisie (BT),Manouba,6
2020-12-26,Arab Banking Corporation (ABC),Monastir,7
2020-12-26,La Poste Tunisienne,Sfax,4
2020-12-27,Banque de l'Habitat (BH),Nabeul,1
2020-12-27,Amen Bank (AB),Gabès,8
2020-12-27,Banque Internationale Arabe de Tunisie (BIAT),Kairouan,6
2020-12-27,Banque de Tunisie (BT),Jendouba,3
2020-12-27,Banque Nationale Agricole (BNA),Gabès,6
2020-12-27,Banque de Tunisie (BT),Siliana,7
2020-12-27,Banque Tuniso-Libyenne (BTL),Nabeul,6
2020-12-28,Attijari Bank,Gabès,6
2020-12-28,Banque Tuniso-Libyenne (BTL),Monastir,6
2020-12-28,Banque Internationale Arabe de Tunisie (BIAT),Tataouine,5
2020-12-28,Arab Banking Corporation (ABC),Kairouan,4
2020-12-28,Banque de l'Habitat (BH),Zaghouan,6
2020-12-28,Banque Internationale Arabe de Tunisie (BIAT),Gabès,3
2020-12-28,Banque Internationale Arabe de Tunisie (BIAT),Ben Arous,2
2020-12-28,Amen Bank (AB),Kef,6
2020-12-28,Amen Bank (AB),Nabeul,8
2020-12-29,Arab Banking Corporation (ABC),Tunis,3
2020-12-29,Banque Internationale Arabe de Tunisie (BIAT),Kasserine,2
2020-12-29,Banque Nationale Agricole (BNA),Medenine,5
2020-12-29,Banque Tuniso-Libyenne (BTL),Sfax,6
2020-12-30,Banque Tuniso-Libyenne (BTL),Sousse,3
2020-12-30,La Poste Tunisienne,Béja,7
2020-12-30,Banque Tuniso-Libyenne (BTL),Nabeul,6
2020-12-30,Banque de l'Habitat (BH),Kebili,8
2020-12-30,La Poste Tunisienne,Kef,5
2020-12-30,Banque Tuniso-Libyenne (BTL),Kebili,4
2020-12-30,Attijari Bank,Zaghouan,7
2020-12-30,Banque Tuniso-Libyenne (BTL),Tunis,7
2020-12-30,La Poste Tunisienne,Manouba,7
2020-12-31,Banque Nationale Agricole (BNA),Sidi Bouzid,6
2020-12-31,La Poste Tunisienne,Gafsa,3
2020-12-31,Banque de l'Habitat (BH),Kebili,4
2020-12-31,Arab Tunisian Bank (ATB),Medenine,4
2020-12-31,Banque de l'Habitat (BH),Bizerte,4
2020-12-31,La Poste Tunisienne,Kairouan,6
2020-12-31,Arab Tunisian Bank (ATB),Ariana,7
2021-01-01,Banque de Tunisie (BT),Tataouine,5
2021-01-01,Banque de Tunisie (BT),Tataouine,4
2021-01-01,Amen Bank (AB),Sfax,5
2021-01-01,Arab Tunisian Bank (ATB),Kasserine,2
2021-01-01,Arab Tunisian Bank (ATB),Tozeur,8
2021-01-02,Banque de Tunisie (BT),Nabeul,5
2021-01-02,Banque de l'Habitat (BH),Bizerte,5
2021-01-02,Banque de l'Habitat (BH),Tataouine,4
2021-01-02,La Poste Tunisienne,Sousse,1
2021-01-02,Arab Tunisian Bank (ATB),Kairouan,7
2021-01-02,Arab Banking Corporation (ABC),Ariana,8
2021-01-02,Banque de Tunisie (BT),Zaghouan,3
2021-01-02,La Poste Tunisienne,Sidi Bouzid,1
2021-01-02,Banque Tuniso-Libyenne (BTL),Sousse,5
2021-01-03,Banque de l'Habitat (BH),Sfax,8
2021-01-03,Banque Nationale Agricole (BNA),Gafsa,6
2021-01-04,Banque de Tunisie (BT),Sidi Bouzid,6
2021-01-04,Arab Banking Corporation (ABC),Kasserine,1
2021-01-04,Arab Banking Corporation (ABC),Béja,8
2021-01-04,Banque de Tunisie (BT),Siliana,4
2021-01-05,Banque Tuniso-Libyenne (BTL),Béja,7
2021-01-05,Banque Internationale Arabe de Tunisie (BIAT),Bizerte,4
2021-01-05,Banque Internationale Arabe de Tunisie (BIAT),Bizerte,7
2021-01-05,Banque Nationale Agricole (BNA),Zaghouan,5
2021-01-06,Attijari Bank,Sfax,3
2021-01-06,Arab Tunisian Bank (ATB),Zaghouan,3
2021-01-06,Banque Tuniso-Libyenne (BTL),Bizerte,3
2021-01-06,Banque Tuniso-Libyenne (BTL),Tunis,1
2021-01-06,La Poste Tunisienne,Gabès,2
2021-01-06,Arab Tunisian Bank (ATB),Kasserine,7
2021-01-06,Amen Bank (AB),Ben Arous,6
2021-01-07,Banque Nationale Agricole (BNA),Medenine,2
2021-01-07,La Poste Tunisienne,Gafsa,5
2021-01-08,Attijari Bank,Siliana,1
2021-01-08,Banque Nationale Agricole (BNA),Siliana,2
2021-01-08,Banque de Tunisie (BT),Monastir,6
2021-01-08,Banque Tuniso-Libyenne (BTL),Nabeul,8
2021-01-08,Banque de Tunisie (BT),Ben Arous,7
2021-01-08,La Poste Tunisienne,Sfax,8
2021-01-08,Banque de Tunisie (BT),Tozeur,3
2021-01-08,Arab Banking Corporation (ABC),Siliana,6
2021-01-08,Arab Banking Corporation (ABC),Sidi Bouzid,8
2021-01-09,Arab Banking Corporation (ABC),Nabeul,2
2021-01-09,Banque Internationale Arabe de Tunisie (BIAT),Tataouine,1
2021-01-09,Amen Bank (AB),Jendouba,1
2021-01-09,Banque Tuniso-Libyenne (BTL),Kasserine,7
2021-01-09,La Poste Tunisienne,Ben Arous,6
2021-01-09,Arab Tunisian Bank (ATB),Ben Arous,7
2021-01-09,Banque Tuniso-Libyenne (BTL),Jendouba,5
2021-01-10,Banque de Tunisie (BT),Zaghouan,2
2021-01-10,Banque Internationale Arabe de Tunisie (BIAT),Béja,2
2021-01-10,Banque de Tunisie (BT),Zaghouan,1
2021-01-10,Banque Nationale Agricole (BNA),Bizerte,2
2021-01-10,Arab Banking Corporation (ABC),Monastir,2
2021-01-11,La Poste Tunisienne,Kairouan,6
2021-01-11,Banque Tuniso-Libyenne (BTL),Kebili,4
2021-01-11,Arab Tunisian Bank (ATB),Gabès,7
2021-01-11,Banque de Tunisie (BT),Sidi Bouzid,5
2021-01-11,Banque Nationale Agricole (BNA),Gabès,8
2021-01-11,Banque de Tunisie (BT),Kef,3
2021-01-11,Amen Bank (AB),Kef,4
2021-01-11,Banque Tuniso-Libyenne (BTL),Bizerte,8
2021-01-12,Amen Bank (AB),Kasserine,3
2021-01-12,Amen Bank (AB),Kairouan,5
2021-01-12,Banque de Tunisie (BT),Sousse,2
2021-01-12,Arab Tunisian Bank (ATB),Ben Arous,6
2021-01-12,Banque Internationale Arabe de Tunisie (BIAT),Tunis,3
2021-01-12,Amen Bank (AB),Gabès,8
2021-01-12,Arab Tunisian Bank (ATB),Medenine,5
2021-01-13,Amen Bank (AB),Kasserine,7
2021-01-13,Arab Tunisian Bank (ATB),Tataouine,2
2021-01-13,Banque Internationale Arabe de Tunisie (BIAT),Zaghouan,8
2021-01-13,Banque Internationale Arabe de Tunisie (BIAT),Tozeur,7
2021-01-14,La Poste Tunisienne,Sidi Bouzid,5
2021-01-14,Arab Tunisian Bank (ATB),Mahdia,2
2021-01-14,Banque Internationale Arabe de Tunisie (BIAT),Siliana,7
2021-01-14,Banque Tuniso-Libyenne (BTL),Siliana,8
2021-01-14,Arab Tunisian Bank (ATB),Tunis,5
2021-01-14,Arab Tunisian Bank (ATB),Manouba,6
2021-01-15,Arab Banking Corporation (ABC),Tunis,5
2021-01-15,Arab Banking Corporation (ABC),Kasserine,8
2021-01-15,Banque de l'Habitat (BH),Zaghouan,2
2021-01-15,Banque Nationale Agricole (BNA),Tataouine,6
2021-01-15,Banque de Tunisie (BT),Kebili,8
2021-01-15,Banque Tuniso-Libyenne (BTL),Kef,7
2021-01-15,Banque de l'Habitat (BH),Sfax,1
2021-01-15,Banque Tuniso-Libyenne (BTL),Ariana,2
2021-01-16,La Poste Tunisienne,Kef,4
2021-01-16,Banque Internationale Arabe de Tunisie (BIAT),Mahdia,4
2021-01-16,Banque Internationale Arabe de Tunisie (BIAT),Kebili,8
2021-01-16,Amen Bank (AB),Manouba,3
2021-01-16,Banque Internationale Arabe de Tunisie (BIAT),Sousse,1
2021-01-16,Amen Bank (AB),Kebili,5
2021-01-17,Amen Bank (AB),Bizerte,1
2021-01-17,Amen Bank (AB),Kairouan,5
2021-01-18,Banque de l'Habitat (BH),Kebili,5
2021-01-18,Banque de l'Habitat (BH),Zaghouan,1
2021-01-18,Attijari Bank,Siliana,8
2021-01-18,Arab Tunisian Bank (ATB),Kairouan,2
2021-01-18,La Poste Tunisienne,Kef,5
2021-01-18,La Poste Tunisienne,Jendouba,8
2021-01-19,Banque de Tunisie (BT),Ben Arous,3
2021-01-19,Banque Internationale Arabe de Tunisie (BIAT),Béja,2
2021-01-19,Arab Banking Corporation (ABC),Monastir,7
2021-01-19,Banque Tuniso-Libyenne (BTL),Sidi Bouzid,7
2021-01-19,Attijari Bank,Kairouan,8
2021-01-19,Arab Banking Corporation (ABC),Ben Arous,1
2021-01-19,Banque Internationale Arabe de Tunisie (BIAT),Bizerte,3
2021-01-20,Banque Tuniso-Libyenne (BTL),Ben Arous,3
2021-01-20,Banque Tuniso-Libyenne (BTL),Zaghouan,5
2021-01-20,Banque de Tunisie (BT),Mahdia,1
2021-01-20,Banque de Tunisie (BT),Gabès,3
2021-01-20,Arab Tunisian Bank (ATB),Mahdia,5
2021-01-20,Banque Nationale Agricole (BNA),Bizerte,1
2021-01-21,Banque Internationale Arabe de Tunisie (BIAT),Béja,3
2021-01-21,La Poste Tunisienne,Béja,4
2021-01-21,Banque de l'Habitat (BH),Gabès,5
2021-01-21,Banque de l'Habitat (BH),Gafsa,6
2021-01-21,Attijari Bank,Manouba,5
2021-01-21,Banque Nationale Agricole (BNA),Sidi Bouzid,5
2021-01-22,Banque Nationale Agricole (BNA),Tataouine,5
2021-01-22,Banque Tuniso-Libyenne (BTL),Bizerte,2
2021-01-22,Banque de l'Habitat (BH),Sidi Bouzid,2
2021-01-22,Arab Tunisian Bank (ATB),Sfax,2
2021-01-23,Attijari Bank,Nabeul,7
2021-01-23,Banque de l'Habitat (BH),Kasserine,7
2021-01-23,Arab Banking Corporation (ABC),Ariana,8
2021-01-24,Arab Banking Corporation (ABC),Sfax,2
2021-01-24,Banque Tuniso-Libyenne (BTL),Kebili,5
2021-01-24,Arab Tunisian Bank (ATB),Kef,8
2021-01-24,Banque Nationale Agricole (BNA),Tunis,1
2021-01-24,Banque de l'Habitat (BH),Ariana,2
2021-01-25,Banque Tuniso-Libyenne (BTL),Ben Arous,4
2021-01-25,Attijari Bank,Sfax,1
2021-01-25,Banque de l'Habitat (BH),Sousse,5
2021-01-25,La Poste Tunisienne,Tunis,2
2021-01-25,Banque Tuniso-Libyenne (BTL),Gafsa,2
2021-01-26,Attijari Bank,Nabeul,1
2021-01-26,Arab Banking Corporation (ABC),Zaghouan,1
2021-01-26,Attijari Bank,Bizerte,4
2021-01-26,Banque de Tunisie (BT),Ariana,5
2021-01-26,Banque de l'Habitat (BH),Béja,2
2021-01-26,Banque Nationale Agricole (BNA),Bizerte,1
2021-01-26,Banque de l'Habitat (BH),Tozeur,2
2021-01-26,La Poste Tunisienne,Kebili,6
2021-01-26,Amen Bank (AB),Ariana,5
2021-01-26,Arab Banking Corporation (ABC),Kebili,6
2021-01-26,Attijari Bank,Nabeul,1
2021-01-26,La Poste Tunisienne,Kasserine,7
2021-01-27,Banque Internationale Arabe de Tunisie (BIAT),Tozeur,7
2021-01-27,Arab Tunisian Bank (ATB),Monastir,6
2021-01-27,Arab Banking Corporation (ABC),Gabès,6
2021-01-27,Amen Bank (AB),Medenine,1
2021-01-27,Arab Tunisian Bank (ATB),Monastir,4
2021-01-27,Amen Bank (AB),Gafsa,7
2021-01-27,Arab Tunisian Bank (ATB),Manouba,5
2021-01-27,Attijari Bank,Sfax,8
2021-01-27,Banque Tuniso-Libyenne (BTL),Monastir,5
2021-01-28,Banque Internationale Arabe de Tunisie (BIAT),Ariana,2
2021-01-28,Banque Nationale Agricole (BNA),Tozeur,5
2021-01-28,Attijari Bank,Nabeul,2
2021-01-28,Arab Banking Corporation (ABC),Béja,8
2021-01-28,Amen Bank (AB),Sousse,1
2021-01-29,Banque Tuniso-Libyenne (BTL),Ariana,2
2021-01-29,Arab Tunisian Bank (ATB),Gafsa,7
2021-01-29,Banque Internationale Arabe de Tunisie (BIAT),Ben Arous,6
2021-01-29,Banque de l'Habitat (BH),Sidi Bouzid,1
2021-01-29,Banque Nationale Agricole (BNA),Zaghouan,6
2021-01-29,Amen Bank (AB),Kef,1
2021-01-29,Banque de l'Habitat (BH),Medenine,3
2021-01-29,Banque Tuniso-Libyenne (BTL),Manouba,5
2021-01-30,Arab Tunisian Bank (ATB),Kairouan,7
2021-01-30,Banque de l'Habitat (BH),Zaghouan,4
2021-01-30,Banque Tuniso-Libyenne (BTL),Tunis,1
2021-01-30,Amen Bank (AB),Ariana,6
2021-01-31,Amen Bank (AB),Gafsa,8
2021-01-31,Banque Internationale Arabe de Tunisie (BIAT),Gabès,4
2021-01-31,Banque Tuniso-Libyenne (BTL),Gafsa,1
2021-01-31,Attijari Bank,Sousse,6
2021-01-31,La Poste Tunisienne,Mahdia,4
2021-02-01,Attijari Bank,Sousse,3
2021-02-01,Banque Tuniso-Libyenne (BTL),Kef,4
2021-02-01,Banque Nationale Agricole (BNA),Tataouine,8
2021-02-01,Amen Bank (AB),Sidi Bouzid,4
2021-02-02,Arab Tunisian Bank (ATB),Medenine,2
2021-02-02,Amen Bank (AB),Ben Arous,1
2021-02-02,Banque Internationale Arabe de Tunisie (BIAT),Sousse,8
2021-02-02,Amen Bank (AB),Kef,2
2021-02-02,Arab Banking Corporation (ABC),Mahdia,6
2021-02-02,Banque de Tunisie (BT),Jendouba,7
2021-02-03,Arab Tunisian Bank (ATB),Ariana,5
2021-02-03,Banque Nationale Agricole (BNA),Gabès,2
2021-02-03,Amen Bank (AB),Kef,5
2021-02-03,Banque Nationale Agricole (BNA),Nabeul,2
2021-02-03,Banque de l'Habitat (BH),Bizerte,2
2021-02-04,Banque Internationale Arabe de Tunisie (BIAT),Béja,2
2021-02-04,La Poste Tunisienne,Medenine,7
2021-02-04,Arab Tunisian Bank (ATB),Gabès,2
2021-02-04,Arab Tunisian Bank (ATB),Kairouan,7
2021-02-04,Arab Banking Corporation (ABC),Sfax,1
2021-02-04,Banque de Tunisie (BT),Bizerte,7
2021-02-05,Amen Bank (AB),Sousse,1
2021-02-05,Banque Internationale Arabe de Tunisie (BIAT),Bizerte,6
2021-02-05,Banque de l'Habitat (BH),Mahdia,3
2021-02-05,Arab Banking Corporation (ABC),Tataouine,6
2021-02-05,Attijari Bank,Kairouan,4
2021-02-05,Banque de Tunisie (BT),Mahdia,2
2021-02-05,Arab Tunisian Bank (ATB),Kasserine,4
2021-02-06,Banque Internationale Arabe de Tunisie (BIAT),Tunis,4
2021-02-06,Amen Bank (AB),Manouba,7
2021-02-06,Banque de l'Habitat (BH),Tozeur,7
2021-02-06,Amen Bank (AB),Bizerte,1
2021-02-07,Arab Tunisian Bank (ATB),Siliana,6
2021-02-07,Attijari Bank,Bizerte,2
2021-02-07,Arab Tunisian Bank (ATB),Siliana,6
2021-02-07,Banque Internationale Arabe de Tunisie (BIAT),Tozeur,6
2021-02-07,La Poste Tunisienne,Sidi Bouzid,7
2021-02-07,Banque de Tunisie (BT),Kairouan,2
2021-02-07,Banque Internationale Arabe de Tunisie (BIAT),Sidi Bouzid,5
2021-02-07,Banque Tuniso-Libyenne (BTL),Sidi Bouzid,5
2021-02-07,Banque Internationale Arabe de Tunisie (BIAT),Sidi Bouzid,6
2021-02-07,Banque Tuniso-Libyenne (BTL),Tozeur,2
2021-02-07,Arab Banking Corporation (ABC),Monastir,2
2021-02-08,Amen Bank (AB),Manouba,3
2021-02-08,Amen Bank (AB),Gafsa,6
2021-02-08,Banque Nationale Agricole (BNA),Medenine,2
2021-02-08,Banque Tuniso-Libyenne (BTL),Manouba,5
2021-02-08,Banque de Tunisie (BT),Zaghouan,1
2021-02-08,Banque Tuniso-Libyenne (BTL),Monastir,5
2021-02-08,Arab Banking Corporation (ABC),Nabeul,8
2021-02-08,Arab Tunisian Bank (ATB),Bizerte,4
2021-02-08,Banque Tuniso-Libyenne (BTL),Tataouine,8
2021-02-09,Banque Nationale Agricole (BNA),Ben Arous,4
2021-02-09,Banque de l'Habitat (BH),Nabeul,6
2021-02-09,Attijari Bank,Mahdia,2
2021-02-09,Banque Nationale Agricole (BNA),Zaghouan,7
2021-02-09,Banque Nationale Agricole (BNA),Béja,6
2021-02-09,Banque de Tunisie (BT),Nabeul,4
2021-02-10,Banque de l'Habitat (BH),Sfax,3
2021-02-10,Banque Nationale Agricole (BNA),Sidi Bouzid,7
2021-02-10,Banque Nationale Agricole (BNA),Bizerte,4
2021-02-10,Amen Bank (AB),Kef,1
2021-02-11,Banque de l'Habitat (BH),Jendouba,2
2021-02-11,Attijari Bank,Tozeur,3
2021-02-11,Banque Tuniso-Libyenne (BTL),Béja,5
2021-02-11,Banque Internationale Arabe de Tunisie (BIAT),Siliana,5
2021-02-11,Banque Nationale Agricole (BNA),Kebili,5
2021-02-11,Arab Tunisian Bank (ATB),Kef,6
2021-02-11,Attijari Bank,Monastir,2
2021-02-11,Banque de l'Habitat (BH),Mahdia,7
2021-02-11,Amen Bank (AB),Kebili,6
2021-02-12,Arab Tunisian Bank (ATB),Tunis,1
2021-02-12,Arab Tunisian Bank (ATB),Kasserine,6
2021-02-12,Arab Tunisian Bank (ATB),Ariana,5
2021-02-13,Banque Nationale Agricole (BNA),Tataouine,5
2021-02-13,Banque Internationale Arabe de Tunisie (BIAT),Siliana,7
2021-02-13,Attijari Bank,Kasserine,7
2021-02-14,Amen Bank (AB),Bizerte,8
2021-02-14,Arab Tunisian Bank (ATB),Ben Arous,5
2021-02-14,Banque de Tunisie (BT),Zaghouan,4
2021-02-14,Amen Bank (AB),Tozeur,3
2021-02-14,Attijari Bank,Ariana,3
2021-02-14,Attijari Bank,Bizerte,8
2021-02-15,Banque Tuniso-Libyenne (BTL),Tunis,7
2021-02-15,La Poste Tunisienne,Gabès,7
2021-02-15,Attijari Bank,Mahdia,3
2021-02-15,Banque Nationale Agricole (BNA),Gabès,8
2021-02-15,Arab Banking Corporation (ABC),Ariana,3
2021-02-15,Banque Internationale Arabe de Tunisie (BIAT),Kebili,7
2021-02-15,Banque Internationale Arabe de Tunisie (BIAT),Béja,1
2021-02-15,Banque Nationale Agricole (BNA),Tunis,2
2021-02-15,La Poste Tunisienne,Kairouan,2
2021-02-15,Banque Internationale Arabe de Tunisie (BIAT),Medenine,2
2021-02-15,Banque de Tunisie (BT),Gafsa,7
2021-02-16,Banque de Tunisie (BT),Kebili,7
2021-02-16,Banque Tuniso-Libyenne (BTL),Tataouine,3
2021-02-16,Attijari Bank,Ariana,6
2021-02-16,Banque Nationale Agricole (BNA),Gabès,2
2021-02-16,Banque de l'Habitat (BH),Gabès,8
2021-02-16,Arab Tunisian Bank (ATB),Kebili,3
2021-02-16,Amen Bank (AB),Bizerte,2
2021-02-16,Banque de l'Habitat (BH),Sidi Bouzid,6
2021-02-17,Amen Bank (AB),Sfax,3
2021-02-17,Attijari Bank,Bizerte,5
2021-02-17,Arab Tunisian Bank (ATB),Ben Arous,4
2021-02-17,Banque de Tunisie (BT),Tataouine,8
2021-02-17,Banque Internationale Arabe de Tunisie (BIAT),Kairouan,2
2021-02-17,Arab Tunisian Bank (ATB),Bizerte,1
2021-02-17,Arab Banking Corporation (ABC),Ariana,5
2021-02-17,Arab Tunisian Bank (ATB),Nabeul,6
2021-02-17,Arab Banking Corporation (ABC),Kef,3
2021-02-17,Banque Internationale Arabe de Tunisie (BIAT),Siliana,8
2021-02-17,Banque de l'Habitat (BH),Sousse,5
2021-02-17,Arab Banking Corporation (ABC),Sidi Bouzid,3
2021-02-18,La Poste Tunisienne,Medenine,1
2021-02-18,Amen Bank (AB),Nabeul,5
2021-02-18,Banque Nationale Agricole (BNA),Sousse,6
2021-02-18,Amen Bank (AB),Ariana,3
2021-02-19,Banque de l'Habitat (BH),Zaghouan,8
2021-02-19,Banque Tuniso-Libyenne (BTL),Mahdia,4
2021-02-19,Banque Nationale Agricole (BNA),Kef,5
2021-02-19,Banque de l'Habitat (BH),Medenine,5
2021-02-19,Banque de Tunisie (BT),Gabès,1
2021-02-19,Banque de Tunisie (BT),Tozeur,8
2021-02-19,Arab Banking Corporation (ABC),Sidi Bouzid,5
2021-02-19,Attijari Bank,Kairouan,2
2021-02-19,La Poste Tunisienne,Tunis,6
2021-02-20,Amen Bank (AB),Jendouba,8
2021-02-20,Banque de l'Habitat (BH),Sidi Bouzid,2
2021-02-20,Banque de l'Habitat (BH),Kasserine,8
2021-02-20,Banque Nationale Agricole (BNA),Tozeur,2
2021-02-21,Arab Tunisian Bank (ATB),Kebili,3
2021-02-21,Amen Bank (AB),Sousse,4
2021-02-21,Banque de l'Habitat (BH),Gabès,3
2021-02-22,Banque de l'Habitat (BH),Jendouba,4
2021-02-22,Banque Tuniso-Libyenne (BTL),Kef,2
2021-02-22,Banque Tuniso-Libyenne (BTL),Siliana,1
2021-02-22,Arab Tunisian Bank (ATB),Tozeur,8
2021-02-22,Arab Tunisian Bank (ATB),Monastir,1
2021-02-22,La Poste Tunisienne,Mahdia,2
2021-02-22,Attijari Bank,Nabeul,4
2021-02-22,Banque de l'Habitat (BH),Tozeur,3
2021-02-22,Banque de Tunisie (BT),Gafsa,7
